title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,location,tags,url
近地铁  梨园新城阳光西南北通透大三居,359,万,30989元/㎡,3室1厅1卫,115.85,西南,中层(共15层),2008,新城阳光,通州 梨园 九棵树145号,西南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3978260551937037x.shtml?auction=201&hpType=60&entry=102&position=57&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_57&from=from_esf_List_search&index=57
东城东二环，朝阳门外站，98年南北通透带客厅中楼层封闭管理,546,万,74580元/㎡,2室1厅1卫,73.21,南北,中层(共6层),1998,王家园胡同35号院,东城 东四十条 王家园胡同35号,经纪人力荐 房东急售 随时可看 南北通透,https://bj.58.com/ershoufang/3553214619870222x.shtml?auction=220&hpType=60&entry=102&position=58&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_58&from=from_esf_List_search&index=58
天地神通 汇都家园 中层 大三居,255,万,23763元/㎡,3室2厅1卫,107.31,南北,中层(共6层),2003,汇都家园,怀柔 怀柔城区 迎宾中路206号,南北 满五年 采光较好 多人关注,https://bj.58.com/ershoufang/4286955312750607x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_59&from=from_esf_List_search&index=59
清盘！检漏，268萬，现房，副中心运河商务区安贞，低密度洋房,329,万,45069元/㎡,2室2厅1卫,73,东西,,2024,金地北京壹街区,通州 北关 通怀路与北堤路交叉口西北角,南北通透 客餐厅相连 户型方正 低容积,https://bj.58.com/ershoufang/3048196258439183x.shtml?auction=220&hpType=60&entry=102&position=60&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_60&from=from_esf_List_search&index=60
新上 丽都壹号 紧邻地铁 大三居室 价格可以谈 南北通透！,886,万,65162元/㎡,3室2厅2卫,135.97,南北,高层(共21层),2018,丽都壹号,朝阳 酒仙桥 驼房营路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4145212214549507x.shtml?auction=201&hpType=60&entry=102&position=61&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_61&from=from_esf_List_search&index=61
望京一路之隔，酒仙桥电梯楼，户型方正大两居室,260,万,33317元/㎡,2室1厅1卫,78.04,东南,中层(共18层),1989,荧屏里,朝阳 大山子 酒仙桥北路,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3972633666137098x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_62&from=from_esf_List_search&index=62
本月必卖！南北三居 中高层 安静不临街 观景园林 出行便利~,680,万,76140元/㎡,3室1厅1卫,89.31,南北,中层(共28层),2012,首城国际,朝阳 双井 广渠路36号,南北 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/3048309001871373x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_63&from=from_esf_List_search&index=63
户型方正 独立客厅 南北通透 低楼层 有钥匙,249,万,18800元/㎡,3室2厅2卫,132.45,南北,低层(共11层),1996,新兴小区(西区),延庆 延庆城区 新城街,南北 房东发布 唯一住房,https://bj.58.com/ershoufang/3711962339732486x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_64&from=from_esf_List_search&index=64
紫竹桥化工大学两居 电梯房价格能大谈 价格有惊喜 有钥匙,370,万,55892元/㎡,2室2厅1卫,66.2,东西,中层(共11层),1995,紫竹院98号院,海淀 车道沟 紫竹院98号,东西 热门小区 价格优惠 房东急售,https://bj.58.com/ershoufang/3097457849623553x.shtml?auction=220&hpType=60&entry=102&position=65&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_65&from=from_esf_List_search&index=65
甜水园延静里 高楼层 无遮挡，视野好，采光好. 2室1厅,248,万,42989元/㎡,2室1厅1卫,57.69,南,高层(共6层),1983,延静里小区,朝阳 甜水园 延静里6号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4132521256738826x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_66&from=from_esf_List_search&index=66
北七家  名佳花园一区  4室  2厅大复式,236,万,16509元/㎡,4室2厅2卫,142.96,南北,高层(共7层),2001,名佳花园(一区),昌平 北七家 北清路,南北 满五年 多人关注,https://bj.58.com/ershoufang/3563158690358275x.shtml?auction=201&hpType=60&entry=102&position=67&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_67&from=from_esf_List_search&index=67
亚运村核心区域 安慧里南北通透三居室 业主诚意卖,322.8,万,47276元/㎡,3室1厅1卫,68.28,南北,高层(共6层),1992,安慧里(一区),朝阳 亚运村 慧忠路,南北 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/3048168224089093x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_68&from=from_esf_List_search&index=68
蓬莱公寓144平 四居室2   出售精装满五年,275,万,19151元/㎡,4室2厅2卫,143.6,南北,共5层,2005,蓬莱公寓,昌平 北七家 立汤路,南北 满五年,https://bj.58.com/ershoufang/4212065329114118x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_69&from=from_esf_List_search&index=69
丰台云岗领秀翡翠山 南北通透 采光好 满五   有钥匙随时看,438,万,34489元/㎡,3室2厅2卫,127,南北,低层(共6层),2016,领秀翡翠山,丰台 云岗 长青路88号,南北 满五年 车位充足,https://bj.58.com/ershoufang/4132270353996814x.shtml?auction=201&hpType=60&entry=102&position=70&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_70&from=from_esf_List_search&index=70
88平 满五 电梯房 领秀慧谷C区(一区) 南北通透 2室1,459,万,51900元/㎡,2室1厅1卫,88.44,南北,低层(共9层),2014,领秀慧谷C区(一区),昌平 回龙观 农学院北路9号,热门小区 近地铁 南北通透,https://bj.58.com/ershoufang/3894992904481805x.shtml?auction=220&hpType=60&entry=102&position=71&kwtype=filter&now_time=1763890712&typecode=220&spread=filtersearch_c&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_71&from=from_esf_List_search&index=71
金台路-道家园正规2室1厅，南北通透，采光视野好，安静舒适,220,万,37646元/㎡,2室1厅1卫,58.44,南北,高层(共7层),1988,道家园小区(北区),朝阳 甜水园 甜水园东街7号,南北 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/3189171739909120x.shtml?auction=201&hpType=60&entry=102&position=72&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_72&from=from_esf_List_search&index=72
装修好 临地铁 集中供暖 购物方便 交通便捷 环境好,268,万,48150元/㎡,2室1厅1卫,55.66,南北,低层(共6层),1990,北沙滩6号院,朝阳 北沙滩 北沙滩路6号,南北 满二年 近地铁 绿化率高,https://bj.58.com/ershoufang/3946901615812621x.shtml?auction=201&hpType=60&entry=102&position=73&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_73&from=from_esf_List_search&index=73
东城区  全南向 精装两居室 税低 4层 没有遮挡 采光好,269,万,51415元/㎡,2室1厅1卫,52.32,南,共4层,1980,定安里,东城 永定门 定安路,南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4191727759809540x.shtml?auction=201&hpType=60&entry=102&position=74&kwtype=filter&now_time=1763890712&typecode=201&spread=filtersearch_p&epauction=&stats_key=8786d8f7-5dfd-4533-a202-d9ff3aa00c5c_74&from=from_esf_List_search&index=74
360萬.客户清退.低密精装电梯洋房 配套齐全 人大副,428,万,45053元/㎡,3室2厅2卫,95,南北,,2026,中交·伴山观岚,石景山 五里坨 黑石头路,南北通透 厨卫全明 主卧套房 低容积,https://bj.58.com/ershoufang/3132869123236875x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_0&from=from_esf_List_search&index=0
东三环 双井地铁口05年小区 商品房满五  精装大两居不临街,428,万,41325元/㎡,2室1厅1卫,103.57,,中层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4300980829821964x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_1&from=from_esf_List_search&index=1
13年次新板楼！业主变现急售！满五  ，三环，10号线随时看,620,万,69742元/㎡,3室1厅1卫,88.9,南北,高层(共28层),2012,首城国际,朝阳 双井 广渠路36号,南北 近地铁 户型方正,https://bj.58.com/ershoufang/4301051949014026x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_2&from=from_esf_List_search&index=2
110拿下精装洋房项目周边自然环境优越，交通便利高保,155,万,31000元/㎡,1室1厅1卫,50,南北,,2022,金茂·北京国际社区,顺义 顺义城区 水色时光西路西侧50米,卧室全朝南 南北通透 厨卫全明,https://bj.58.com/ershoufang/3048260526334977x.shtml?auction=220&hpType=60&entry=102&position=3&kwtype=filter&now_time=1763890721&typecode=220&spread=filtersearch_c&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_3&from=from_esf_List_search&index=3
领导特批   拿下 ）房山地铁旁别墅 万科精装实得182平,195,万,10834元/㎡,4室2厅3卫,180,南北,,2021,万科七橡墅(新房),房山 房山周边 云峰寺路万科七橡墅营销中心,南北通透 三房朝南 厨卫全明 轨交房,https://bj.58.com/ershoufang/3048195640549381x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_4&from=from_esf_List_search&index=4
（必卖好房！！）百环家园 精装修 采光好 视野开阔 近地铁,445,万,42958元/㎡,2室1厅1卫,103.59,,低层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4064732736416775x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_5&from=from_esf_List_search&index=5
满五年  |次顶层|采光好|无遮挡|户型方正|无浪费面积,435,万,42013元/㎡,2室1厅1卫,103.54,,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4058952416631823x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_6&from=from_esf_List_search&index=6
三环13年次新板楼 首城聚焦必看两居 双卧采光无遮挡,650,万,78598元/㎡,2室2厅1卫,82.7,东南,低层(共20层),2012,首城国际,朝阳 双井 广渠路36号,东南 满五年 近地铁,https://bj.58.com/ershoufang/4278635881896967x.shtml?auction=201&hpType=60&entry=102&position=7&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_7&from=from_esf_List_search&index=7
望京南湖中园电梯三居，南向采光好，满五  ，空置随时看,450,万,51850元/㎡,3室1厅2卫,86.79,西南,高层(共20层),2002,南湖中园(二区),朝阳 望京 湖光北街,西南 近地铁 优势户型 房东急售,https://bj.58.com/ershoufang/4305172483612679x.shtml?auction=220&hpType=60&entry=102&position=8&kwtype=filter&now_time=1763890721&typecode=220&spread=filtersearch_c&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_8&from=from_esf_List_search&index=8
首付低总价 首城国际A区 两居室 满五   商品房 看房方,579,万,65336元/㎡,2室1厅1卫,88.62,西南,低层(共14层),2010,首城国际,朝阳 双井 广渠路36号,西南 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3048362051575810x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_9&from=from_esf_List_search&index=9
单价不到4.。面积113平，东三环双井地铁边,468,万,41398元/㎡,2室1厅1卫,113.05,东北,中层(共26层),2016,百环家园,朝阳 双井 广渠路66号,东北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4210145618763783x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_10&from=from_esf_List_search&index=10
双井百环家园3室1厅 满五年   业主诚意出售,598,万,42831元/㎡,3室1厅2卫,139.62,东南,低层(共28层),2005,百环家园,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122631783063567x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_11&from=from_esf_List_search&index=11
双井百环家园2室1厅,465,万,41622元/㎡,2室1厅1卫,111.72,东北,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,东北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4278026912328712x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_12&from=from_esf_List_search&index=12
双井百环家园满五   西区靠近朝阳区图书馆,439,万,45830元/㎡,2室1厅1卫,95.79,西南,中层(共27层),2005,百环家园,朝阳 双井 广渠路66号,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329131129330695x.shtml?auction=201&hpType=60&entry=102&position=13&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_13&from=from_esf_List_search&index=13
白家庄东里，楼龄新，近地铁，1995年电梯,323,万,51442元/㎡,2室1厅1卫,62.79,东南,中层(共12层),1995,白家庄东里,朝阳 团结湖 姚家园路,东南 热门小区 价格优惠 随时可看,https://bj.58.com/ershoufang/3376465648213002x.shtml?auction=220&hpType=60&entry=102&position=14&kwtype=filter&now_time=1763890721&typecode=220&spread=filtersearch_c&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_14&from=from_esf_List_search&index=14
双井百环家园3室1厅,555,万,44153元/㎡,3室1厅1卫,125.7,南,低层(共26层),2005,百环家园,朝阳 双井 广渠路66号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4229924746779657x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_15&from=from_esf_List_search&index=15
0费 看房随时 临河而建 运河商务区 看河景 精装 现房,248,万,32021元/㎡,2室2厅1卫,77.45,南北,,2021,合景寰汇公馆,通州 新华大街 滨河中路北段西侧100米东关一街2号院,购物中心 车位充足,https://bj.58.com/ershoufang/3048261123955723x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_16&from=from_esf_List_search&index=16
单价5 买三环边全南两居 高层采光视野无遮挡 得房率82%,599,万,62396元/㎡,2室1厅1卫,96,南,低层(共26层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,南 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4227186041921551x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_17&from=from_esf_List_search&index=17
林肯公园南北通透两居室,515,万,56113元/㎡,2室2厅1卫,91.78,南北,中层(共28层),2014,林肯公园C区,大兴 亦庄 文化园西路8号,南北 房东发布 近地铁 户型方正,https://bj.58.com/ershoufang/4329421533371407x.shtml?auction=201&hpType=60&entry=102&position=18&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_18&from=from_esf_List_search&index=18
五棵松实景现房 818诚心诚意 熙华台中间楼层,968,万,82034元/㎡,3室2厅2卫,118,南北,,2026,北京建工·熙华台,海淀 永定路 西四环西侧约400米，莲池路南侧150米,客餐厅相连 主卧套房 厨卫全明 购物中心,https://bj.58.com/ershoufang/3256245370772484x.shtml?auction=201&hpType=60&entry=102&position=19&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_19&from=from_esf_List_search&index=19
西直门，金融街，交通大学，南北通透，全明格局，满五,555,万,76132元/㎡,3室1厅1卫,72.9,南北,高层(共6层),1992,交大东路31号院,海淀 交通大学 交大东路31号,热门小区 南北通透 优势户型,https://bj.58.com/ershoufang/4224335193759759x.shtml?auction=220&hpType=60&entry=102&position=20&kwtype=filter&now_time=1763890721&typecode=220&spread=filtersearch_c&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_20&from=from_esf_List_search&index=20
单价5万！业主急售！装修保养好 双卫 东三环双井,510,万,53125元/㎡,2室2厅2卫,96,北,低层(共31层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,北 近地铁 多人关注,https://bj.58.com/ershoufang/4211567382011907x.shtml?auction=201&hpType=60&entry=102&position=21&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_21&from=from_esf_List_search&index=21
价格可谈！温榆河畔！城市别墅，现房，朝阳一墅，大面宽，带电梯,1195,万,64595元/㎡,3室3厅3卫,185,南北,,2023,朝阳一墅(新房),朝阳 望京 东苇路与金港南路交叉口约500米处,大户型 车位充足,https://bj.58.com/ershoufang/3048333474814987x.shtml?auction=220&hpType=60&entry=102&position=22&kwtype=filter&now_time=1763890721&typecode=220&spread=filtersearch_c&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_22&from=from_esf_List_search&index=22
近商场，地铁，小区环境好绿化高楼栋间距广,570,万,60529元/㎡,2室1厅1卫,94.17,东北,低层(共26层),2005,苹果社区(南区),朝阳 双井 百子湾路32号,东北 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4273857425170444x.shtml?auction=201&hpType=60&entry=102&position=23&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_23&from=from_esf_List_search&index=23
急！急！可谈！林肯公园 南北通透 2居 精装 好户型,538,万,58194元/㎡,2室2厅1卫,92.45,南北,低层(共20层),2010,林肯公园C区,大兴 亦庄 文化园西路8号,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3750068240755722x.shtml?auction=201&hpType=60&entry=102&position=24&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_24&from=from_esf_List_search&index=24
双井百环家园2室1厅 满五年   诚意出售,449,万,46879元/㎡,2室1厅1卫,95.78,西南,高层(共28层),2005,百环家园,朝阳 双井 广渠路66号,西南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4249972836506630x.shtml?auction=201&hpType=60&entry=102&position=25&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_25&from=from_esf_List_search&index=25
好房推荐东三环国贸双地铁口05年小区南向大三居商品房满五,570,万,45347元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3298969590602767x.shtml?auction=201&hpType=60&entry=102&position=26&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_26&from=from_esf_List_search&index=26
亦庄天街万科金域东郡三居诚心出售,536,万,58843元/㎡,3室2厅1卫,91.09,南北,低层(共9层),2016,金域东郡,大兴 亦庄 四合路3号,南北 优势户型 价格优惠 随时可看,https://bj.58.com/ershoufang/4005021576817668x.shtml?auction=220&hpType=60&entry=102&position=27&kwtype=filter&now_time=1763890721&typecode=220&spread=filtersearch_c&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_27&from=from_esf_List_search&index=27
梨园桃花岛3室1厅   紧邻地铁7号线,225,万,27214元/㎡,3室1厅1卫,82.68,南北,低层(共6层),2008,桃花岛,通州 梨园 九棵树中路998号,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4323735805812748x.shtml?auction=201&hpType=60&entry=102&position=28&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_28&from=from_esf_List_search&index=28
望京新城高层全南向三居双卫，视野佳无遮挡，满五  仅有,528,万,39865元/㎡,3室1厅2卫,132.45,南,低层(共27层),1997,望京西园四区,朝阳 望京 阜通西大街,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4234459371347968x.shtml?auction=201&hpType=60&entry=102&position=29&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_29&from=from_esf_List_search&index=29
海淀三环半 2015次新小区 南北电梯两居 人车分流诚心出售,398,万,54521元/㎡,2室1厅1卫,73,南北,低层(共15层),2016,五福玲珑居,海淀 四季青 彰化路,南北 有电梯 近地铁 户型方正,https://bj.58.com/ershoufang/4234195126606858x.shtml?auction=201&hpType=60&entry=102&position=30&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_30&from=from_esf_List_search&index=30
远见名苑，朝东一居室，满五年一套，落地窗，安静宜居,289,万,60209元/㎡,1室1厅1卫,48,,低层(共24层),2014,远见名苑(一期),西城 广安门外 红居街,东 有电梯 近地铁 采光较好,https://bj.58.com/ershoufang/4246969915878412x.shtml?auction=201&hpType=60&entry=102&position=31&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_31&from=from_esf_List_search&index=31
红山郡 明卫三居室 高楼层 包税费 诚意出 随时看,205,万,23637元/㎡,2室2厅1卫,86.73,南北,中层(共21层),2017,红山郡,丰台 长辛店 鑫博西路4号,南北 满二年,https://bj.58.com/ershoufang/4329366324538383x.shtml?auction=201&hpType=60&entry=102&position=32&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_32&from=from_esf_List_search&index=32
陶然亭西城永安路小区 电梯直达南向两居室 满五一套 看房方便,420,万,63111元/㎡,2室1厅1卫,66.55,南,低层(共16层),1981,永安路北小区,西城 虎坊桥 永安路北1-北6号,南 近地铁 热门小区 房东急售,https://bj.58.com/ershoufang/4330912271719424x.shtml?auction=220&hpType=60&entry=102&position=33&kwtype=filter&now_time=1763890721&typecode=220&spread=filtersearch_c&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_33&from=from_esf_List_search&index=33
（新上房源）亚运村 大屯里小区  东南向两室两厅  业主急售,400,万,47716元/㎡,2室2厅1卫,83.83,东南,低层(共28层),2003,大屯里小区(北区),朝阳 亚运村 北苑路,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3814144417295370x.shtml?auction=201&hpType=60&entry=102&position=34&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_34&from=from_esf_List_search&index=34
西直门，金融街，交通大学，南北通透，全明格局，满五,550,万,74325元/㎡,3室1厅1卫,74,东南,低层(共6层),1992,交大东路31号院,海淀 交通大学 交大东路31号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4308210076459020x.shtml?auction=201&hpType=60&entry=102&position=35&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_35&from=from_esf_List_search&index=35
龙湖香堤漫步   南北通透  总价低 首付低   大两居,200,万,22472元/㎡,2室1厅1卫,89,东北,中层(共6层),2013,龙湖香醍漫步,顺义 马坡 白马路,东北,https://bj.58.com/ershoufang/3967059055107081x.shtml?auction=201&hpType=60&entry=102&position=36&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_36&from=from_esf_List_search&index=36
东四环 后现代城 拎包入住一居室,185,万,40722元/㎡,1室1厅1卫,45.43,北,高层(共20层),2008,后现代城(A区),朝阳 百子湾 百子湾路12号,北 近地铁 多人关注,https://bj.58.com/ershoufang/3438610380317709x.shtml?auction=201&hpType=60&entry=102&position=37&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_37&from=from_esf_List_search&index=37
车公庄附近 东南田字格三居 采光好 低楼层 看房随时,550,万,75343元/㎡,3室1厅1卫,73,东南,低层(共6层),1995,车公庄大街北里,西城 车公庄 车公庄北里中路,东南 近地铁 采光较好 多人关注,https://bj.58.com/ershoufang/3389472168731655x.shtml?auction=201&hpType=60&entry=102&position=38&kwtype=filter&now_time=1763890721&typecode=201&spread=filtersearch_p&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_38&from=from_esf_List_search&index=38
望京集中供暖交通便捷南向采光好 精装修 商圈成熟随时能看,700,万,68440元/㎡,2室1厅1卫,102.28,南,低层(共26层),2010,上京新航线,朝阳 望京 望京北路,南 热门小区 满五 房东急售,https://bj.58.com/ershoufang/3568549903342599x.shtml?auction=220&hpType=60&entry=102&position=39&kwtype=filter&now_time=1763890721&typecode=220&spread=filtersearch_c&epauction=&stats_key=064d5105-6ac4-446f-987b-f78f84928e76_39&from=from_esf_List_search&index=39
