title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,district,business_area,location,tags,url,crawl_time
海淀嘉郡 2居室 精装 85平 电梯房 看房方便,335,万,39412元/㎡,2室1厅1卫,85,南,中层(共16层),2016,海淀嘉郡,海淀,上庄,海淀 上庄 上庄路,南 热门小区 配套成熟 优势户型,https://bj.58.com/ershoufang/4111092172086274x.shtml?auction=220&hpType=60&entry=102&position=55&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_55&from=from_esf_List_search&index=59,2025-11-28 12:20:42
罗马花园 高层 全明大两居 全天采光 可观中国尊和西山 。,780,万,56282元/㎡,2室1厅2卫,138.59,西南,高层(共25层),1995,罗马花园,朝阳,惠新西街,朝阳 惠新西街 惠新西街,西南 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4334844559301632x.shtml?auction=201&hpType=60&entry=102&position=56&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_56&from=from_esf_List_search&index=60,2025-11-28 12:20:42
全明格局 一层   固定车位免费 自带充电桩 南北通透 满五,550,万,74325元/㎡,3室1厅1卫,74,东南,低层(共6层),1992,交大东路31号院,海淀,交通大学,海淀 交通大学 交大东路31号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4308210076459020x.shtml?auction=201&hpType=60&entry=102&position=57&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_57&from=from_esf_List_search&index=61,2025-11-28 12:20:42
三环13年次新板楼 首城聚焦必看两居 双卧采光无遮挡,650,万,78598元/㎡,2室2厅1卫,82.7,东南,低层(共20层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,东南 满五年 近地铁,https://bj.58.com/ershoufang/4278635881896967x.shtml?auction=201&hpType=60&entry=102&position=58&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_58&from=from_esf_List_search&index=62,2025-11-28 12:20:42
林肯公园高层南北两居,470,万,50338元/㎡,2室1厅1卫,93.37,南北,高层(共20层),2014,林肯公园C区,大兴,亦庄,大兴 亦庄 文化园西路8号,南北 近地铁 户型方正,https://bj.58.com/ershoufang/4179510574341125x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_59&from=from_esf_List_search&index=63,2025-11-28 12:20:42
九棵树(家乐福)K2玉兰湾2室1厅,360,万,39388元/㎡,2室1厅1卫,91.4,南,低层(共27层),2016,K2玉兰湾,通州,九棵树,通州 九棵树 怡乐北街,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4095558860774408x.shtml?auction=201&hpType=60&entry=102&position=60&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_60&from=from_esf_List_search&index=64,2025-11-28 12:20:42
十年不出一套的户型 安贞医院家属楼 来搂一眼,475,万,70267元/㎡,2室1厅2卫,67.6,南,中层(共18层),1996,安贞里(四区),朝阳,安贞,朝阳 安贞 安贞路,南 优势户型 公摊小 房东急售,https://bj.58.com/ershoufang/4313433997417483x.shtml?auction=220&hpType=60&entry=102&position=61&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_61&from=from_esf_List_search&index=65,2025-11-28 12:20:42
首开国风美唐二期，园区中心，东南两居，正规商品房，价格低,348,万,42085元/㎡,2室1厅1卫,82.69,东南,低层(共18层),2014,首开国风美唐朗观,昌平,回龙观,昌平 回龙观 科星西路90号,东南 满五年 近地铁 绿化率高,https://bj.58.com/ershoufang/3945957909048329x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_62&from=from_esf_List_search&index=66,2025-11-28 12:20:42
鲁谷永乐西区 中间楼层 南北通透 户型合理 前后无遮挡,197,万,32375元/㎡,2室1厅1卫,60.85,南北,中层(共6层),1989,鲁谷永乐西区,石景山,鲁谷,石景山 鲁谷 鲁谷大街,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4228780458844168x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_63&from=from_esf_List_search&index=67,2025-11-28 12:20:42
鑫园小区 商品房 三居室 税少 南北通透 诚意出 随时看,285,万,25424元/㎡,3室2厅2卫,112.1,南北,低层(共8层),2017,鑫园听竹院,丰台,卢沟桥,丰台 卢沟桥 鑫槐街1号,南北 满五年,https://bj.58.com/ershoufang/4297829661711371x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_64&from=from_esf_List_search&index=68,2025-11-28 12:20:42
劲松潘家园双地铁 武圣东里两居室南北通透  明厨明卫,199,万,30517元/㎡,2室1厅1卫,65.21,南北,高层(共6层),1985,武圣东里,朝阳,劲松,朝阳 劲松 松榆北路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4172017755267073x.shtml?auction=201&hpType=60&entry=102&position=65&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_65&from=from_esf_List_search&index=69,2025-11-28 12:20:42
常营住欣家园西区2室1厅 板楼 两梯四户,195,万,27921元/㎡,2室1厅1卫,69.84,东西,低层(共14层),2010,住欣家园(西区),朝阳,常营,"朝阳 常营 朝阳北路,近常新路",东西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4114297597811725x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_66&from=from_esf_List_search&index=70,2025-11-28 12:20:42
东坝和悦园 次新社区人车分流 保利物业,302,万,38868元/㎡,2室1厅1卫,77.7,南,高层(共16层),2019,和悦园,朝阳,东坝,朝阳 东坝 东坝中街,南 热门小区 新上小区 南北通透,https://bj.58.com/ershoufang/4131314014134287x.shtml?auction=220&hpType=60&entry=102&position=67&kwtype=filter&now_time=1764303643&typecode=220&spread=filtersearch_c&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_67&from=from_esf_List_search&index=71,2025-11-28 12:20:42
主任荐房：颐和园西门 低密洋房 满五   南北通透 有钥匙,470,万,55158元/㎡,2室2厅1卫,85.21,南北,低层(共6层),2010,北坞嘉园北里,海淀,香山,海淀 香山 北坞嘉园北小街,南北 近地铁 采光较好,https://bj.58.com/ershoufang/4174811560094726x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_68&from=from_esf_List_search&index=72,2025-11-28 12:20:42
高层2居看朝阳公园，层高3.1 ，方正通透，地暖，观湖国际,870,万,68504元/㎡,2室2厅2卫,127,东西,高层(共29层),2006,国兴观湖国际(北院),朝阳,朝阳公园,朝阳 朝阳公园 东四环北路88号,东西 近地铁 绿化率高 采光较好,https://bj.58.com/ershoufang/4282378141572096x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_69&from=from_esf_List_search&index=73,2025-11-28 12:20:42
天地神通~金第梦想山~次顶层，客厅通阳台3居室，诚意出售,196,万,15872元/㎡,3室2厅2卫,123.49,南北,高层(共14层),2014,梦想家园(西区),怀柔,怀柔城区,怀柔 怀柔城区 安平路29号,南北 满五年 多人关注,https://bj.58.com/ershoufang/4149493264264206x.shtml?auction=201&hpType=60&entry=102&position=70&kwtype=filter&now_time=1764303643&typecode=201&spread=filtersearch_p&epauction=&stats_key=17461713-901a-4c0d-98c6-389df4db3e15_70&from=from_esf_List_search&index=74,2025-11-28 12:20:42
（清盘，168萬）万科开发，精装西山墅，现房，随时看,195,万,10834元/㎡,4室2厅3卫,180,南北,,2021,万科七橡墅(新房),房山,房山周边,房山 房山周边 云峰寺路万科七橡墅营销中心,南北通透 三房朝南 厨卫全明 轨交房,https://bj.58.com/ershoufang/3048195640549381x.shtml?auction=201&hpType=60&entry=102&position=0&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_0&from=from_esf_List_search&index=0,2025-11-28 12:20:51
东三环 双井地铁口05年小区 商品房满五  精装大两居不临街,428,万,41325元/㎡,2室1厅1卫,103.57,西,中层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4300980829821964x.shtml?auction=201&hpType=60&entry=102&position=1&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_1&from=from_esf_List_search&index=1,2025-11-28 12:20:51
13年次新板楼！业主变现急售！满五  ，三环，10号线随时看,620,万,69742元/㎡,3室1厅1卫,88.9,南北,高层(共28层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4301051949014026x.shtml?auction=201&hpType=60&entry=102&position=2&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_2&from=from_esf_List_search&index=2,2025-11-28 12:20:51
满五年  |次顶层|采光好|无遮挡|户型方正|无浪费面积,435,万,42013元/㎡,2室1厅1卫,103.54,西,高层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4058952416631823x.shtml?auction=201&hpType=60&entry=102&position=3&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_3&from=from_esf_List_search&index=3,2025-11-28 12:20:51
小洋房 户数少   产品,620,万,67923元/㎡,2室1厅1卫,91.28,东南,高层(共7层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,东南 近地铁,https://bj.58.com/ershoufang/4330413846568967x.shtml?auction=201&hpType=60&entry=102&position=4&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_4&from=from_esf_List_search&index=5,2025-11-28 12:20:51
双井百环家园3室1厅 满五年   业主诚意出售,598,万,42831元/㎡,3室1厅2卫,139.62,东南,低层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4122631783063567x.shtml?auction=201&hpType=60&entry=102&position=5&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_5&from=from_esf_List_search&index=6,2025-11-28 12:20:51
单价4萬起！高得房率，近地铁，清退认筹中！,480,万,50000元/㎡,3室2厅2卫,96,南北,,2027,长安华曦府,门头沟,永定,门头沟 永定 长安街 新首钢 S1号线上岸站北350米,卧室全朝南 南北通透 厨卫全明 轨交房,https://bj.58.com/ershoufang/3853430097158149x.shtml?auction=201&hpType=60&entry=102&position=6&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_6&from=from_esf_List_search&index=7,2025-11-28 12:20:51
近商场，地铁，小区环境好绿化高楼栋间距广,570,万,60529元/㎡,2室1厅1卫,94.17,东北,低层(共26层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,东北 热门小区,https://bj.58.com/ershoufang/4273857425170444x.shtml?auction=220&hpType=60&entry=102&position=7&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_7&from=from_esf_List_search&index=8,2025-11-28 12:20:51
双井百环家园满五   西区靠近朝阳区图书馆,439,万,45830元/㎡,2室1厅1卫,95.79,西南,中层(共27层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4329131129330695x.shtml?auction=201&hpType=60&entry=102&position=8&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_8&from=from_esf_List_search&index=9,2025-11-28 12:20:51
（必卖好房！！）百环家园 精装修 采光好 视野开阔 近地铁,445,万,42958元/㎡,2室1厅1卫,103.59,西,低层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4064732736416775x.shtml?auction=201&hpType=60&entry=102&position=9&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_9&from=from_esf_List_search&index=10,2025-11-28 12:20:51
双井百环家园2室1厅 满五年   诚意出售,419,万,43747元/㎡,2室1厅1卫,95.78,西南,高层(共28层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4249972836506630x.shtml?auction=201&hpType=60&entry=102&position=10&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_10&from=from_esf_List_search&index=12,2025-11-28 12:20:51
百环家园西南两居室 业主诚意出售,439,万,48279元/㎡,2室1厅1卫,90.93,西南,高层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,西南 满五年 近地铁 多人关注,https://bj.58.com/ershoufang/3461254806609933x.shtml?auction=201&hpType=60&entry=102&position=11&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_11&from=from_esf_List_search&index=13,2025-11-28 12:20:51
好房推荐东三环国贸双地铁口05年小区南向大三居商品房满五,570,万,45347元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3298969590602767x.shtml?auction=201&hpType=60&entry=102&position=12&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_12&from=from_esf_List_search&index=14,2025-11-28 12:20:51
底价清晰 高层景观 270度圆弧窗 景观很好,635,万,66681元/㎡,2室2厅1卫,95.23,西南,高层(共26层),2009,天鹅湾(北区),朝阳,朝青板块,朝阳 朝青板块 甘露园中街,西南 配套成熟 价格优惠 房东急售,https://bj.58.com/ershoufang/3048221458045962x.shtml?auction=220&hpType=60&entry=102&position=13&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_13&from=from_esf_List_search&index=15,2025-11-28 12:20:51
现房    ，77平2居，有燃气.临地铁.宋好礼澫元家电.,248,万,32021元/㎡,2室2厅1卫,77.45,南北,,2021,合景寰汇公馆,通州,新华大街,通州 新华大街 滨河中路北段西侧100米东关一街2号院,购物中心 车位充足,https://bj.58.com/ershoufang/3048276434459654x.shtml?auction=201&hpType=60&entry=102&position=14&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_14&from=from_esf_List_search&index=16,2025-11-28 12:20:51
双井  精装两居  电梯直达，楼下地铁10号线7号线楼龄新,360,万,56595元/㎡,2室1厅1卫,63.61,北,中层(共18层),1990,"广渠路46,48,50号楼",朝阳,双井,朝阳 双井 广渠路,北 满五年 近地铁,https://bj.58.com/ershoufang/3875101260488712x.shtml?auction=201&hpType=60&entry=102&position=15&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_15&from=from_esf_List_search&index=17,2025-11-28 12:20:51
单价5万！业主急售！装修保养好 双卫 东三环双井,510,万,53125元/㎡,2室2厅2卫,96,北,低层(共31层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,北 近地铁 多人关注,https://bj.58.com/ershoufang/4211567382011907x.shtml?auction=201&hpType=60&entry=102&position=16&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_16&from=from_esf_List_search&index=19,2025-11-28 12:20:51
5开头入住缦合北京，带家具拎包入住，朝阳公园霄云路八号,7515,万,167000元/㎡,4室3厅5卫,450,南北,,,缦合·北京,朝阳,燕莎,朝阳 燕莎 霄云路8号,主卧套房 厨卫全明 南北通透 轨交房,https://bj.58.com/ershoufang/3048195486851079x.shtml?auction=201&hpType=60&entry=102&position=17&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_17&from=from_esf_List_search&index=20,2025-11-28 12:20:51
单价5 买三环边全南两居 高层采光视野无遮挡 得房率82%,599,万,62396元/㎡,2室1厅1卫,96,南,低层(共26层),2005,苹果社区(南区),朝阳,双井,朝阳 双井 百子湾路32号,南 近地铁 户型方正 多人关注,https://bj.58.com/ershoufang/4227186041921551x.shtml?auction=201&hpType=60&entry=102&position=18&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_18&from=from_esf_List_search&index=21,2025-11-28 12:20:51
满五 精装修 88平 2室2厅 电梯房 诚心出售 价格可议,459,万,51900元/㎡,2室2厅1卫,88.44,南北,低层(共9层),2014,领秀慧谷C区(一区),昌平,回龙观,昌平 回龙观 农学院北路9号,热门小区 近地铁 南北通透,https://bj.58.com/ershoufang/3894992904481805x.shtml?auction=220&hpType=60&entry=102&position=19&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_19&from=from_esf_List_search&index=22,2025-11-28 12:20:51
亦庄河西区金域东郡精装修南北通透两居室看房随时中楼层急售急售,370,万,49334元/㎡,2室1厅1卫,75,南北,低层(共28层),2015,金域东郡,大兴,亦庄,大兴 亦庄 四合路3号,南北 满五年,https://bj.58.com/ershoufang/4332287162821647x.shtml?auction=201&hpType=60&entry=102&position=20&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_20&from=from_esf_List_search&index=23,2025-11-28 12:20:51
双井百环家园3室1厅,555,万,44153元/㎡,3室1厅1卫,125.7,南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4229924746779657x.shtml?auction=201&hpType=60&entry=102&position=21&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_21&from=from_esf_List_search&index=24,2025-11-28 12:20:51
林肯公园两居室，次顶层,515,万,55484元/㎡,2室2厅1卫,92.82,南,高层(共28层),2014,林肯公园C区,大兴,亦庄,大兴 亦庄 文化园西路8号,南 近地铁,https://bj.58.com/ershoufang/3811077183774720x.shtml?auction=201&hpType=60&entry=102&position=22&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_22&from=from_esf_List_search&index=26,2025-11-28 12:20:51
东三环双井地铁口05年小区南向三居满五  商品房有钥匙随时看,573,万,45585元/㎡,3室1厅1卫,125.7,东南,低层(共26层),2005,百环家园,朝阳,双井,朝阳 双井 广渠路66号,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4241240930951180x.shtml?auction=201&hpType=60&entry=102&position=23&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_23&from=from_esf_List_search&index=27,2025-11-28 12:20:51
3XX望京新城东南向两居不临街看小区里中高层采光好，满五,358,万,39898元/㎡,2室1厅1卫,89.73,东南,中层(共30层),1997,望京西园四区,朝阳,望京,朝阳 望京 阜通西大街,东南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3957156673789962x.shtml?auction=201&hpType=60&entry=102&position=24&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_24&from=from_esf_List_search&index=28,2025-11-28 12:20:51
新上！CBD华腾园东南两居 精装修  出行方便 带地下车位,480,万,54048元/㎡,2室1厅1卫,88.81,东南,低层(共28层),2000,华腾园,朝阳,劲松,朝阳 劲松 东三环南路54号,东南 热门小区 配套成熟 价格优惠,https://bj.58.com/ershoufang/4289607522967565x.shtml?auction=220&hpType=60&entry=102&position=25&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_25&from=from_esf_List_search&index=29,2025-11-28 12:20:51
东四环，朝阳公园旁， 楼层好，满五,208,万,36569元/㎡,2室1厅1卫,56.88,南北,中层(共6层),1988,南十里居(1-14号楼),朝阳,酒仙桥,朝阳 酒仙桥 酒仙桥路,南北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/4015291691998213x.shtml?auction=201&hpType=60&entry=102&position=26&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_26&from=from_esf_List_search&index=30,2025-11-28 12:20:51
明星楼盘，繁华商圈（优选|可议价）三里屯S H 品质社区！,850,万,60715元/㎡,2室1厅2卫,140,东,中层(共26层),2010,三里屯SOHO公寓,朝阳,三里屯,朝阳 三里屯 工人体育场北路8号,东 近地铁,https://bj.58.com/ershoufang/3827027139472384x.shtml?auction=201&hpType=60&entry=102&position=27&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_27&from=from_esf_List_search&index=31,2025-11-28 12:20:51
灵秀山庄三居底价美丽！中间层 双阳台 三个飘窗 南四环旧宫,335,万,32786元/㎡,3室2厅1卫,102.18,南北,共5层,2002,灵秀山庄,大兴,旧宫,大兴 旧宫 旧头路,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4022454117654535x.shtml?auction=201&hpType=60&entry=102&position=28&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_28&from=from_esf_List_search&index=32,2025-11-28 12:20:51
总监推荐宋家庄顶秀欣园东苑精装修2室,358,万,38774元/㎡,2室1厅1卫,92.33,南,低层(共21层),2006,顶秀欣园东苑,丰台,宋家庄,丰台 宋家庄 宋庄路,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4181897326255114x.shtml?auction=201&hpType=60&entry=102&position=29&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_29&from=from_esf_List_search&index=33,2025-11-28 12:20:51
垡头祈东家园一期3室1厅,245,万,25828元/㎡,3室1厅1卫,94.86,南北,低层(共28层),2017,燕保祈东家园(一期),朝阳,垡头,朝阳 垡头 化工路,南北 满二年 近地铁 采光较好,https://bj.58.com/ershoufang/4251459178880004x.shtml?auction=201&hpType=60&entry=102&position=30&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_30&from=from_esf_List_search&index=34,2025-11-28 12:20:51
聚焦好房 奥森旁 南向二居室 户型方正 视野好,578,万,68282元/㎡,2室2厅1卫,84.65,南,高层(共19层),2008,上元君庭,朝阳,奥林匹克公园,朝阳 奥林匹克公园 安立路28号,南 价格优惠 随时可看,https://bj.58.com/ershoufang/3048214309150727x.shtml?auction=220&hpType=60&entry=102&position=31&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_31&from=from_esf_List_search&index=35,2025-11-28 12:20:51
百子湾沿海赛洛城四期1室1厅,200,万,32227元/㎡,1室1厅1卫,62.06,西,中层(共24层),2011,沿海赛洛城(南区),朝阳,百子湾,朝阳 百子湾 广渠东路33号,西 满五年 近地铁,https://bj.58.com/ershoufang/4268221988760588x.shtml?auction=201&hpType=60&entry=102&position=32&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_32&from=from_esf_List_search&index=36,2025-11-28 12:20:51
万达富力金禧花园2室2厅,385,万,43259元/㎡,2室2厅1卫,89,西北,中层(共22层),2012,富力金禧花园,通州,新华大街,通州 新华大街 新华南路,西北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4209192391941126x.shtml?auction=201&hpType=60&entry=102&position=33&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_33&from=from_esf_List_search&index=37,2025-11-28 12:20:51
天通苑北 不临街东边户 全明户型  电梯洋房,265,万,29944元/㎡,2室2厅1卫,88.5,南北,低层(共8层),2014,金色漫香苑,昌平,北七家,昌平 北七家 天权路2号,南北 满五年 采光较好,https://bj.58.com/ershoufang/4309285242626056x.shtml?auction=201&hpType=60&entry=102&position=34&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_34&from=from_esf_List_search&index=38,2025-11-28 12:20:51
亚运村新荣家园2室1厅,650,万,58229元/㎡,2室1厅1卫,111.63,西南,高层(共27层),2000,新荣家园,朝阳,亚运村,朝阳 亚运村 大屯北路,西南 满五年 近地铁 绿化率高,https://bj.58.com/ershoufang/4303486344797184x.shtml?auction=201&hpType=60&entry=102&position=35&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_35&from=from_esf_List_search&index=39,2025-11-28 12:20:51
南北通透 次新社区 边户明厨卫 安静不临街 满五一套,699,万,77238元/㎡,3室1厅1卫,90.5,南北,低层(共28层),2009,首城国际,朝阳,双井,朝阳 双井 广渠路36号,南北 近地铁 采光较好,https://bj.58.com/ershoufang/4109564342099968x.shtml?auction=201&hpType=60&entry=102&position=36&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_36&from=from_esf_List_search&index=40,2025-11-28 12:20:51
白家庄东里，楼龄新，近地铁，1995年电梯,323,万,51442元/㎡,2室1厅1卫,62.79,东南,中层(共12层),1995,白家庄东里,朝阳,团结湖,朝阳 团结湖 姚家园路,东南 热门小区 价格优惠 随时可看,https://bj.58.com/ershoufang/3376465648213002x.shtml?auction=220&hpType=60&entry=102&position=37&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_37&from=from_esf_List_search&index=41,2025-11-28 12:20:51
